"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","Primary topic","Secondary (if needed)","text","cable_id","highlight","(data centre) type","street address","source","year","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","Third topic","","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"2256","4 | Baidu","7 | Investment or joint venture","","228 | United States","Cambridge","42.39221","-71.15385","Sherlock","","1 | Artificial Intelligence","","Baidu has invested in Sherlock <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2257","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.77683","-122.41641","Zensors","","1 | Artificial Intelligence","","Baidu has invested in Zensors <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2258","4 | Baidu","7 | Investment or joint venture","","228 | United States","Cambridge","42.38728","-71.20148","Veo Robotics, Inc.","","1 | Artificial Intelligence","","Baidu has invested in Veo Robotics, Inc. <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2259","4 | Baidu","7 | Investment or joint venture","","228 | United States","Wisconsin","43.05837","-89.46745","Simple Machines, Inc.","","1 | Artificial Intelligence","","Baidu has invested in Simple Machines, Inc. <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2260","4 | Baidu","7 | Investment or joint venture","","228 | United States","Cambridge","42.36432","-71.10142","Kebotix","","1 | Artificial Intelligence","","Baidu has invested in Kebotix <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2261","4 | Baidu","7 | Investment or joint venture","","228 | United States","Cambridge","42.36408","-71.12412","DeepBiome Therapeutics","","1 | Artificial Intelligence","","Baidu has invested in DeepBiome Therapeutics <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2262","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.78719","-122.39840","Near Protocol","","1 | Artificial Intelligence","","Baidu has invested in Near Protocol <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2263","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.86141","-122.29947","Correlia Biosystems","","1 | Artificial Intelligence","","Baidu has invested in Correlia Biosystems <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2264","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.28574","-121.94420","Cornami","","1 | Artificial Intelligence","","Baidu has invested in Cornami <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2265","4 | Baidu","7 | Investment or joint venture","","228 | United States","San Francisco","37.75895","-122.39097","Coral Genomics","","1 | Artificial Intelligence","","Baidu has invested in Coral Genomics <a href = ""http://web.archive.org/web/20191119032023/https://bv.ai/en/"">Source</a>","","FALSE","","","","","4 | Internet","3 | Public company","","","","","","7 | Investment or joint venture228 | United States","228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","4 | Baidu228 | United States","","","",""
"2266","1 | Huawei","11 | Smart City-Public Security project","","91 | Guyana","Georgetown ","6.80721","-58.14868","Huawei safe city presence","","2 | Smart cities","6 | Surveillance","<p>In 2019 100 <a href=""https://www.kaieteurnewsonline.com/2019/08/18/security-questions-raised-over-huawei-possible-access-to-citizens-personal-data/"">smart cameras were placed in Georgetown</a>, the capital of Guyana. This Huawei &lsquo;Safe City System&rsquo; is a part of the US$32 million National Broadband Project which is reportedly funded by China. Some commentators in Guyana have raised data privacy concerns about the project. </p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project91 | Guyana","91 | Guyana","2 | Smart cities91 | Guyana","6 | Surveillance91 | Guyana","91 | Guyana","1 | Huawei91 | Guyana","","","",""
"2267","1 | Huawei","11 | Smart City-Public Security project","","229 | Uruguay","Montevido","-34.91290","-56.16591","Smart City project","2018","2 | Smart cities","6 | Surveillance","<p>In 2018, the mayor of Uruguay&rsquo;s capital city Montevideo <a href=""https://web.archive.org/save/http:/www.china.org.cn/world/Off_the_Wire/2018-04/29/content_51015655.htm"">led a delegation</a> to China to explore a smart city technology. During 2019 Uruguay reportedly began<a href=""https://web.archive.org/save/https:/www.biometricupdate.com/201904/serbia-and-uruguay-deploy-chinese-biometric-and-surveillance-technology-amid-growing-controversy""> installing 2,100 security cameras</a> donated by the Chinese government. Uruguay has <a href=""https://www.sciencespo.fr/ecole-urbaine/sites/sciencespo.fr.ecole-urbaine/files/2019_01%20-%20Artigas.pdf"">cooperated with multiple Chinese tech companies</a> including Huawei and ZTE.</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project229 | Uruguay","229 | Uruguay","2 | Smart cities229 | Uruguay","6 | Surveillance229 | Uruguay","229 | Uruguay","1 | Huawei229 | Uruguay","","","",""
"2268","1 | Huawei","11 | Smart City-Public Security project","","170 | Panama","Colón","9.35961","-79.90228","Huawei safe city presence","","2 | Smart cities","6 | Surveillance","<p>In 2018 Huawei deployed a &lsquo;comprehensive, integrated, and modern <a href=""https://web.archive.org/save/https:/e.huawei.com/au/case-studies/industries/2019/new-safe-city-technology-safeguards-colons-free-trade-zone-in-panama"">Safe City system for Col&oacute;n.&rsquo;</a> According to Huawei&rsquo;s website, technologies deployed as part of the project include &lsquo;Huawei Starlight 4K Camera,&rsquo; &lsquo;One-Click Incident Reporting,&rsquo; &lsquo;Intelligent Video Analysis&rsquo; and the &lsquo;Visual Command Center.&rsquo; Huawei&rsquo;s website also stated that &lsquo;the video surveillance system covers all important areas, including the old town, subsidized housing projects, airports, harbours, highway checkpoints, prisons, and universities.&rsquo; Huawei said &lsquo;the successful deployment of Col&oacute;n Safe City Solution will significantly help local police improve management capabilities for public safety, optimize the business environment in Col&oacute;n, improve people&rsquo;s living standards, and enhance the image of Col&oacute;n and Panama.&rsquo;&nbsp;</p>","","TRUE","","","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project170 | Panama","170 | Panama","2 | Smart cities170 | Panama","6 | Surveillance170 | Panama","170 | Panama","1 | Huawei170 | Panama","","","",""
"2269","18 | DJI","18 | Surveillance equipment","","228 | United States","Florida","27.56313","-81.56692","Use of DJI drones to support maintenance of critical infrastructure","","6 | Surveillance","","<p>Florida Power and Light&nbsp;is <a href=""https://dronedj.com/2019/11/12/rida-power-and-light-uses-dji-phantom-4/"">using</a> DJI's Phantom 4 drone&nbsp;to assist with powerline maintenance and repair.</p>","","FALSE","","","","","2 | Technology","6 | Private company","","","","","","18 | Surveillance equipment228 | United States","228 | United States","6 | Surveillance228 | United States","228 | United States","228 | United States","18 | DJI228 | United States","","","",""
"2270","1 | Huawei","11 | Smart City-Public Security project","25 | Facial recognition","33 | Botswana","Gaborone","-24.62980","25.91538","Huawei safe city presence","2017","2 | Smart cities","1 | Artificial Intelligence","<p>In November 2017 Huawei and the Botswana Police Service signed a <a href=""http://www.xinhuanet.com/english/2019-08/27/c_138340372.htm"">two year agreement</a> for the commencement of the safe city project. The project commenced in Botswana's capital, Gaborone. In August 2019 Huawei began installing a <a href=""https://www.rwradvisory.com/huawei-deepens-cooperation-with-botswana-police-installing-cameras-in-francistown/"">safe city project in Francistown</a>, beginning with the installation of security cameras. Senior assistant commissioner of the Botswana Police Service <a href=""https://www.mmegi.bw/index.php?aid=81187&amp;dir=2019/june/04"">said</a> there would be over 500 camera with facial recognition features places at 195 sites around Francistown. </p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","6 | Surveillance","","","","11 | Smart City-Public Security project33 | Botswana","25 | Facial recognition33 | Botswana","2 | Smart cities33 | Botswana","1 | Artificial Intelligence33 | Botswana","6 | Surveillance33 | Botswana","1 | Huawei33 | Botswana","","","",""
"2271","1 | Huawei","11 | Smart City-Public Security project","25 | Facial recognition","33 | Botswana","Francistown","-21.16674","27.50972","Huawei safe city presence","2017","2 | Smart cities","1 | Artificial Intelligence","<p>In November 2017 Huawei and the Botswana Police Service signed a <a href=""http://www.xinhuanet.com/english/2019-08/27/c_138340372.htm"">two year agreement</a> for the commencement of the safe city project. The project commenced in Botswana's capital, Gaborone. In August 2019 Huawei began installing a <a href=""https://www.rwradvisory.com/huawei-deepens-cooperation-with-botswana-police-installing-cameras-in-francistown/"">safe city project in Francistown</a>, beginning with the installation of security cameras. Senior assistant commissioner of the Botswana Police Service <a href=""https://www.mmegi.bw/index.php?aid=81187&amp;dir=2019/june/04"">said</a> there would be over 500 camera with facial recognition features places at 195 sites around Francistown. </p>","","TRUE","","","","","1 | Telecommunications","6 | Private company","","6 | Surveillance","","","","11 | Smart City-Public Security project33 | Botswana","25 | Facial recognition33 | Botswana","2 | Smart cities33 | Botswana","1 | Artificial Intelligence33 | Botswana","6 | Surveillance33 | Botswana","1 | Huawei33 | Botswana","","","",""
"2272","1 | Huawei","11 | Smart City-Public Security project","","11 | Argentina","Salta Province","-24.77453","-65.41505","Huawei safe city presence","","2 | Smart cities","6 | Surveillance","<p>In 2018, Huawei began a Safe City project in the Province of Salta, Argentina. <a href=""https://web.archive.org/web/20191119053923/https://e.huawei.com/au/material/industry/safecity/dbca296781254d7386b2fe4b74444b15"">According to the Deputy Secretary of Projects and Systems</a> of the government of Salta province, Huawei won a competitive bidding process as they &lsquo;submitted the best technological solutions for the challenges.&rsquo;&nbsp;</p>
<p>In July 2018 representatives from Huawei met with the Governor of the <a href=""https://www.accessnow.org/mendoza-surveillance-tech/"">province of Mendoza to discuss &lsquo;public safety&rsquo; technology.</a> Access Now and other civil society organisations working in Argentina<a href=""https://www.accessnow.org/cms/assets/uploads/2018/07/Carta-Mendoza.pdf""> sent a letter</a> to the Mendoza government outlining their concerns surrounding the potential of these technologies to violate human rights. They called on Mendoza&rsquo;s government not to acquire Huawei&rsquo;s smart city technologies until a public debate takes place including a process around securing privacy rights. </p>","","TRUE","","","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project11 | Argentina","11 | Argentina","2 | Smart cities11 | Argentina","6 | Surveillance11 | Argentina","11 | Argentina","1 | Huawei11 | Argentina","","","",""
